country	year	mean_pfpr	mean_nonzero_pfpr	wt_mean_pfpr
Malawi	1985	NA	NA	NA
Malawi	1986	NA	NA	NA
Malawi	1987	NA	NA	NA
Malawi	1988	NA	NA	NA
Malawi	1989	NA	NA	NA
Malawi	1990	NA	NA	NA
Malawi	1991	NA	NA	NA
Malawi	1992	NA	NA	NA
Malawi	1993	NA	NA	NA
Malawi	1994	NA	NA	NA
Malawi	1995	NA	NA	NA
Malawi	1996	0.283886797712245	0.281617151790141	0.306310272328897
Malawi	1997	0.311076255369599	0.30898338512896	0.3218470452989
Malawi	1998	0.326217674098235	0.325866052335644	0.326832267072279
Malawi	1999	0.332139386127445	0.334784071689551	0.324140884416535
Malawi	2000	0.331876631571596	0.338279871432744	0.316868406348775
Malawi	2001	0.328464650545058	0.338895879807282	0.308110341886104
Malawi	2002	0.324938683162199	0.339174525055228	0.300962200045628
Malawi	2003	0.299991888019259	0.320272060166723	0.27479147811672
Malawi	2004	0.255100762328132	0.283516910556897	0.231055540323522
Malawi	2005	0.227475554126673	0.261709763105292	0.205984696085294
Malawi	2006	0.270184157290889	0.302368754298271	0.254207909757169
Malawi	2007	0.302117458547806	0.332473852249065	0.290725754541816
Malawi	2008	0.356399648505618	0.381327892288908	0.350395332276206
Malawi	2009	0.401923270043571	0.422210018132507	0.401200797898998
Malawi	2010	0.407580866040912	0.428399373494566	0.411126306348849
Malawi	2011	0.378020722177603	0.403514684015967	0.384704315511988
Malawi	2012	0.324953015065755	0.359093256943426	0.334651400437886
Malawi	2013	0.249998090177583	0.29606600032853	0.262485676015322
Malawi	2014	0.147485425700685	0.209869701342209	0.162696412293522
Congo	1985	0.445388988574883	0.445979770031331	0.426422051639603
Congo	1986	0.479593431535808	0.479762661839931	0.462562048307189
Congo	1987	0.506056088131439	0.505836028052253	0.491017602211936
Congo	1988	0.526170346667087	0.525611193336487	0.513097700326627
Congo	1989	0.540868442199589	0.540032443131837	0.52967579565273
Congo	1990	0.551082609785783	0.55004406287751	0.54162534119171
Congo	1991	0.555082890147403	0.553899179606841	0.547277705019909
Congo	1992	0.551346549797327	0.550058537270308	0.545183270554893
Congo	1993	0.541116662479111	0.539777846682825	0.536544013809966
Congo	1994	0.525636301936314	0.52431281865931	0.522561910798433
Congo	1995	0.506148541912492	0.504919164014676	0.504438937533596
Congo	1996	0.483896456151202	0.482852593563841	0.483377070028762
Congo	1997	0.460123118396002	0.45936881812172	0.460578284297232
Congo	1998	0.436071602390447	0.435723548503229	0.437244556352313
Congo	1999	0.402398013264147	0.402836644269557	0.403858618057047
Congo	2000	0.367717249838378	0.368962484064026	0.369388290268318
Congo	2001	0.341485011857311	0.342638341385175	0.343198323882614
Congo	2002	0.315268749531906	0.315505997709432	0.316442390625082
Congo	2003	0.290417352843403	0.289479704441754	0.290733481242775
Congo	2004	0.268279711773044	0.266473712987099	0.267684586482747
Congo	2005	0.250204716302067	0.248402274750422	0.248908697092051
Congo	2006	0.237541256411715	0.237179641136681	0.236018803817738
Congo	2007	0.231638222083225	0.234720063550832	0.230627897406863
Congo	2008	0.231365553615014	0.239361459943617	0.231346635417986
Congo	2009	0.234898812003679	0.248564576594064	0.236009754093648
Congo	2010	0.242545318277742	0.262927907399559	0.245066362206874
Congo	2011	0.254612393465721	0.283049946257491	0.258965568530686
Congo	2012	0.271120180809396	0.308943836462992	0.27773426497252
Congo	2013	0.291915298114941	0.340289218990579	0.301118611626709
Congo	2014	0.317382626500626	0.377790606337734	0.329609149092827
Ghana	1985	NA	NA	NA
Ghana	1986	NA	NA	NA
Ghana	1987	NA	NA	NA
Ghana	1988	0.281017256145322	0.281017256145322	0.249869056019826
Ghana	1989	0.353105065212214	0.353105065212214	0.330283461720817
Ghana	1990	0.41664475334991	0.41664475334991	0.401058484990357
Ghana	1991	0.472425562145924	0.472425562145925	0.462767949506391
Ghana	1992	0.519097567229564	0.519097567229564	0.514395274915952
Ghana	1993	0.55630631663078	0.55630631663078	0.555186724236173
Ghana	1994	0.584488394276555	0.584488394276555	0.58527172049135
Ghana	1995	0.603421089279448	0.603421089279448	0.604875520745301
